KM_Driven,Car_Age,Owner_Number,Latitude,Longitude,Fuel_Diesel,Fuel_Electric,Fuel_Petrol,Trans_Manual,Brand_Hyundai,Brand_Kia,Brand_MG,Brand_Mahindra,Brand_Maruti Suzuki,Brand_Mercedes-Benz,Brand_Other,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen
33014.0,14,1.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
50000.0,5,1.0,22.6530765,88.3805962,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
55000.0,3,1.0,22.5262287,88.3526209,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
25916.0,4,1.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35216.0,9,1.0,22.5726,88.3639,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
52000.0,5,1.0,22.5280337,88.3659084,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30000.0,4,1.0,22.5280337,88.3659084,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60000.0,12,3.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
23829.0,3,1.0,22.5726,88.3639,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
42430.0,11,2.0,22.5507265,88.4039735,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000.0,4,1.0,22.510785,88.381874,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
90000.0,8,1.0,22.5726,88.3639,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
58478.0,14,1.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
44000.0,7,1.0,22.5280337,88.3659084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25000.0,3,1.0,22.540728,88.3827317,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
27393.0,12,2.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18000.0,5,1.0,30.6922961,76.7999692,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
28000.0,3,1.0,22.5044355,88.3721663,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
38000.0,3,1.0,22.590425,88.41692,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
32869.0,3,1.0,22.9822325,88.439166,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,2,2.0,22.5726,88.3639,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53998.0,4,1.0,22.590425,88.41692,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
73250.0,10,1.0,22.5726,88.3639,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
48360.0,4,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
66345.0,9,2.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
70000.0,12,1.0,22.5262287,88.3526209,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14291.0,6,2.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
14000.0,2,1.0,22.5280337,88.3659084,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12307.0,2,1.0,22.5726,88.3639,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
74000.0,10,2.0,22.6530765,88.3805962,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29719.0,14,2.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
49582.0,4,1.0,22.9822325,88.439166,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9290.0,2,1.0,22.6210749,88.3992451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60400.0,5,1.0,22.5726,88.3639,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78000.0,7,1.0,30.6922961,76.7999692,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41290.0,13,2.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
12131.0,10,1.0,22.5044355,88.3721663,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
65000.0,6,1.0,22.5325844,88.3454429,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
87080.0,8,1.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
127000.0,11,4.0,22.5726,88.3639,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
64883.0,9,2.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
30000.0,2,1.0,22.5280337,88.3659084,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85759.0,12,1.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
83534.0,4,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
20000.0,19,1.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
37974.0,3,1.0,22.5726,88.3639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40000.0,6,2.0,22.5726459,88.3638953,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
61000.0,5,1.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60000.0,14,4.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6756.0,3,1.0,22.590425,88.41692,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
50000.0,3,1.0,22.5280337,88.3659084,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
94507.0,8,1.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
60000.0,9,1.0,22.590425,88.41692,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45787.0,5,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
80000.0,12,4.0,22.6520597,88.4360417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9290.0,2,1.0,22.6210749,88.3992451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24000.0,9,1.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
45000.0,12,1.0,22.5325844,88.3454429,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
50500.0,7,2.0,22.5726459,88.3638953,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
30000.0,6,1.0,22.5152863,88.4013471,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
50000.0,4,1.0,22.5856663,88.392521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50000.0,9,1.0,22.563292,88.3503566,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65000.0,4,1.0,22.5280337,88.3659084,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51000.0,13,1.0,22.5262287,88.3526209,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
11262.0,2,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
120000.0,5,1.0,22.5726,88.3639,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60000.0,14,2.0,22.4539009,88.4184898,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
55000.0,4,1.0,30.6922961,76.7999692,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19006.0,3,1.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
65000.0,4,1.0,22.5325844,88.3454429,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
71000.0,10,1.0,22.540728,88.3827317,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
52000.0,13,1.0,22.4995309,88.3715953,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
64000.0,12,1.0,22.5262287,88.3526209,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10000.0,1,1.0,22.5060294,88.2501665,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
28700.0,6,1.0,22.5726,88.3639,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5900.0,3,1.0,22.5726,88.3639,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60000.0,11,1.0,22.4539009,88.4184898,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
62440.0,5,1.0,22.5726,88.3639,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18000.0,5,1.0,22.5280337,88.3659084,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
32000.0,13,1.0,22.540728,88.3827317,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2750.0,1,1.0,22.5726,88.3639,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
27394.0,4,2.0,22.5726,88.3639,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
79260.0,7,1.0,22.9822325,88.439166,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33000.0,4,1.0,22.5280337,88.3659084,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48000.0,8,1.0,22.5264928,88.3323692,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
47500.0,9,1.0,22.5726,88.3639,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33019.0,4,1.0,22.5726,88.3639,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100000.0,6,2.0,22.5726459,88.3638953,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
10000.0,5,2.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
21100.0,4,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
32300.0,4,1.0,22.5726,88.3639,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
30000.0,4,1.0,22.5280337,88.3659084,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
67000.0,9,2.0,22.5280337,88.3659084,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
49000.0,4,1.0,22.5280337,88.3659084,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
48000.0,8,2.0,22.5507278,88.3522507,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22500.0,2,1.0,22.5280337,88.3659084,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
85000.0,7,1.0,22.5325844,88.3454429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
99981.0,4,1.0,22.5726,88.3639,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
33000.0,2,1.0,22.5153313,88.3477052,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
28431.0,4,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60000.0,6,2.0,22.5726459,88.3638953,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38000.0,8,1.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
70000.0,5,2.0,22.5280337,88.3659084,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
147000.0,7,1.0,22.5058805,88.3264025,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
51089.0,9,1.0,22.590425,88.41692,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50000.0,4,1.0,22.5679661,88.3711047,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
22000.0,7,2.0,22.5280337,88.3659084,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
32735.0,3,1.0,22.5153313,88.3477052,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
60000.0,11,3.0,22.4652952,88.3311283,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
90000.0,4,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
10000.0,1,1.0,22.5726459,88.3638953,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
114000.0,8,1.0,22.5726459,88.3638953,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33000.0,5,2.0,22.5153313,88.3477052,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27000.0,3,1.0,22.5280337,88.3659084,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22604.0,7,2.0,22.5726,88.3639,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3000.0,1,1.0,22.5280337,88.3659084,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85000.0,12,1.0,30.6922961,76.7999692,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5656.0,2,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
27882.0,4,1.0,22.5726,88.3639,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
57224.0,14,2.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
20422.0,8,1.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
47599.0,11,1.0,22.5153313,88.3477052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32400.0,9,2.0,22.5356484,88.3370536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24000.0,9,1.0,22.4995309,88.3715953,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46015.0,13,2.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
70000.0,9,1.0,22.5153313,88.3477052,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
11500.0,1,1.0,22.5726,88.3639,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44477.0,4,1.0,22.5726,88.3639,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45000.0,2,1.0,22.5325844,88.3454429,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
63021.0,7,2.0,22.9822325,88.439166,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
56924.0,4,1.0,22.590425,88.41692,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13000.0,4,1.0,22.5264928,88.3323692,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33104.0,4,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
90000.0,11,1.0,22.5044355,88.3721663,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
45915.0,6,1.0,22.9822325,88.439166,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
90000.0,10,2.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7200.0,4,1.0,22.5153313,88.3477052,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
90000.0,16,4.0,22.6195485,88.3937234,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22000.0,5,1.0,22.5325844,88.3454429,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
48000.0,4,1.0,22.5856663,88.392521,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26488.0,5,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
80000.0,4,1.0,30.6922961,76.7999692,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10000.0,9,1.0,22.5726459,88.3638953,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
24536.0,3,1.0,22.5726,88.3639,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
37079.0,11,2.0,22.5507265,88.4039735,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
53877.0,3,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
75000.0,9,2.0,22.5044355,88.3721663,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48000.0,11,1.0,22.5262287,88.3526209,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33000.0,8,1.0,22.4995309,88.3715953,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
65378.0,13,1.0,22.5726,88.3639,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23787.0,4,1.0,22.5726,88.3639,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
90000.0,13,2.0,22.4738701,88.3619683,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
83213.0,4,1.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
55000.0,12,1.0,22.5044355,88.3721663,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
24825.0,3,2.0,22.5726,88.3639,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
30000.0,3,1.0,22.510785,88.381874,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
11031.0,12,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
37397.0,5,1.0,22.590425,88.41692,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24748.0,4,2.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
64495.0,10,1.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
21000.0,3,1.0,22.5044355,88.3721663,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
36000.0,5,1.0,22.5153313,88.3477052,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
28125.0,9,2.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
55000.0,4,1.0,22.5325844,88.3454429,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
60000.0,7,2.0,22.5904737,88.4156247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41000.0,4,1.0,22.5726,88.3639,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25000.0,3,1.0,30.6922961,76.7999692,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
37000.0,8,1.0,22.540728,88.3827317,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
50000.0,3,2.0,22.5525664,88.3561356,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64213.0,12,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
39000.0,7,1.0,22.5193459,88.3642874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40000.0,9,2.0,22.5280337,88.3659084,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40000.0,6,1.0,30.6922961,76.7999692,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
115000.0,5,2.0,22.5726459,88.3638953,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35925.0,10,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
27000.0,11,1.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
100000.0,14,3.0,22.4539009,88.4184898,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37000.0,2,1.0,30.6922961,76.7999692,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
51000.0,5,1.0,22.5153313,88.3477052,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
20000.0,2,1.0,22.5044355,88.3721663,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
55500.0,3,1.0,22.5356484,88.3370536,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
57106.0,8,2.0,22.5726,88.3639,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
57000.0,5,1.0,22.5356484,88.3370536,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
15807.0,3,1.0,22.5098737,88.3592364,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40569.0,14,2.0,22.5507265,88.4039735,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
66000.0,8,1.0,22.5280337,88.3659084,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
61339.0,3,1.0,22.9822325,88.439166,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
83138.0,14,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
60351.0,7,1.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
23333.0,5,1.0,22.5726,88.3639,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
59000.0,12,1.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
35000.0,6,2.0,22.5044355,88.3721663,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
45000.0,4,2.0,22.5280337,88.3659084,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8332.0,3,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
66801.0,13,1.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
35471.0,9,3.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
52286.0,4,1.0,22.5726,88.3639,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
42603.0,8,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
9500.0,2,1.0,22.5325844,88.3454429,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
47475.0,2,1.0,22.9822325,88.439166,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
34580.0,3,1.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32000.0,3,1.0,22.540728,88.3827317,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
77760.0,10,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25000.0,2,1.0,22.5044355,88.3721663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
94012.0,5,1.0,22.9822325,88.439166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37976.0,9,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
151000.0,8,1.0,22.5726,88.3639,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50000.0,4,1.0,22.5280337,88.3659084,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
43189.0,8,1.0,22.9822325,88.439166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103000.0,12,1.0,22.5726,88.3639,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25804.0,4,2.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
70000.0,9,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12239.0,4,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
30000.0,7,2.0,22.5044355,88.3721663,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
37393.0,4,1.0,22.9822325,88.439166,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50000.0,5,1.0,22.6059241,88.3863913,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
89000.0,13,2.0,22.5262287,88.3526209,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
41998.0,5,3.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
37704.0,8,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
35561.0,6,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
45242.0,4,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
88007.0,4,1.0,22.5726,88.3639,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
67000.0,14,2.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
65689.0,10,2.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
30000.0,7,2.0,22.5770567,88.4136879,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
51067.0,6,1.0,22.5726,88.3639,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
56718.0,9,1.0,22.5726,88.3639,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35000.0,3,1.0,22.5856663,88.392521,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45000.0,8,1.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
46343.0,10,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
50000.0,3,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
33606.0,4,2.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
60000.0,8,2.0,22.510785,88.381874,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
37000.0,11,1.0,22.5264928,88.3323692,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
26000.0,8,2.0,22.5280337,88.3659084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
68000.0,4,1.0,22.5193459,88.3642874,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
64000.0,14,1.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
76087.0,6,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
15925.0,3,1.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
34000.0,6,1.0,22.5325844,88.3454429,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
45000.0,5,1.0,22.4995309,88.3715953,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5700.0,2,1.0,22.5044355,88.3721663,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
41363.0,10,2.0,22.5507265,88.4039735,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
51591.0,9,1.0,22.5726,88.3639,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
62829.0,8,1.0,22.5726,88.3639,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
27000.0,3,1.0,22.5280337,88.3659084,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
30000.0,12,3.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
52400.0,5,1.0,22.5726,88.3639,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
43000.0,4,1.0,22.540728,88.3827317,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
25000.0,3,1.0,22.5856663,88.392521,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19500.0,1,1.0,22.5726,88.3639,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45000.0,4,1.0,22.5153313,88.3477052,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
30000.0,4,1.0,22.5280337,88.3659084,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
71000.0,8,1.0,22.4565251,88.3865114,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
