KM_Driven,Car_Age,Owner_Number,Latitude,Longitude,Fuel_Diesel,Fuel_Electric,Fuel_Petrol,Trans_Manual,Brand_Hyundai,Brand_Kia,Brand_MG,Brand_Mahindra,Brand_Maruti Suzuki,Brand_Mercedes-Benz,Brand_Other,Brand_Renault,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen
75000.0,9,1.0,22.590425,88.41692,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33747.0,12,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
109270.0,7,2.0,22.5726,88.3639,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12805.0,2,1.0,22.5044355,88.3721663,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
40147.0,15,2.0,22.5507265,88.4039735,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
59000.0,12,1.0,22.4565251,88.3865114,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
58291.0,9,2.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
37994.0,3,1.0,22.5726,88.3639,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16000.0,5,1.0,22.5280337,88.3659084,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
61388.0,10,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
56728.0,4,1.0,22.9822325,88.439166,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
75000.0,19,2.0,22.5280337,88.3659084,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
58000.0,9,1.0,22.5193459,88.3642874,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120000.0,9,1.0,22.5056055,88.363674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10526.0,4,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
35033.0,4,2.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46495.0,4,1.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
36300.0,9,1.0,22.5726459,88.3638953,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32000.0,7,1.0,30.6922961,76.7999692,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44000.0,8,1.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6500.0,6,1.0,22.5325844,88.3454429,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
28000.0,6,1.0,22.5325844,88.3454429,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15000.0,2,1.0,22.5044355,88.3721663,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46000.0,9,1.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
54044.0,11,2.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
10000.0,0,1.0,22.6307861,88.4246123,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
20924.0,2,1.0,22.5507265,88.4039735,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32558.0,3,1.0,22.9822325,88.439166,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2556.0,1,1.0,22.9822325,88.439166,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10000.0,1,1.0,22.5280337,88.3659084,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62898.0,5,1.0,22.5726,88.3639,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24974.0,2,1.0,22.590425,88.41692,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
98450.0,14,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
49000.0,14,1.0,22.5262287,88.3526209,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44801.0,4,1.0,22.5726,88.3639,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56832.0,7,1.0,22.5726,88.3639,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
58000.0,9,1.0,22.5262287,88.3526209,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
62000.0,8,1.0,22.4881049,88.3692881,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48000.0,6,1.0,22.540728,88.3827317,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
52000.0,5,1.0,22.5280337,88.3659084,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20300.0,4,1.0,22.5726,88.3639,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
40000.0,14,1.0,22.4565251,88.3865114,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
